Chromosome	Start	End	Closest Gene	Locaiton	Distance To Gene's TSS
Chr1	26050766	26050953	AT1G69290	Gene_Upstream	-1511
Chr1	23058316	23058486	AT1G62350	Gene_Downstream	287
Chr1	7722787	7722974	AT1G21950	Gene_Downstream	379
Chr1	17894755	17895518	AT1G48410	Gene_Upstream	-2540
Chr1	13172785	13172847	AT1G35630	Gene_Upstream	-8304
Chr1	29225922	29226073	AT1G77746	Gene_Upstream	-1918
Chr1	2657120	2657310	AT1G08430	Gene_Upstream	-1501
Chr1	26510040	26510163	AT1G70360	Gene_Downstream	776
Chr1	26090470	26090653	AT1G69410	Gene_Downstream	175
Chr1	14002171	14002338	AT1G36940	Gene_Upstream	-1612
Chr1	25462016	25462048	AT1G67900	Gene_Upstream	-2694
Chr1	19083008	19083063	AT1G51460	Gene_Upstream	-1602
Chr1	25301657	25301802	AT1G67510	Gene_Upstream	-1545
Chr1	26183954	26184106	AT1G69600	Gene_Downstream	832
Chr1	15650752	15650990	AT1G41875	Gene_Downstream	466
Chr1	24563179	24563190	AT1G65980	Gene_Upstream	-2248
Chr1	12525181	12525220	AT1G34320	Gene_Downstream	830
Chr1	19084345	19084396	AT1G51460	Gene_Upstream	-2937
Chr1	10826434	10826552	AT1G30560	Gene_Downstream	200
Chr1	28425096	28425243	AT1G75700	Gene_Downstream	238
Chr1	7765631	7765992	AT1G22040	Gene_Upstream	-2113
Chr1	9068697	9068777	AT1G26210	Gene_Downstream	530
Chr1	22108861	22108975	AT1G60030	Gene_Downstream	4923
Chr1	19674559	19674757	AT1G52830	Gene_Upstream	-1014
Chr1	20230117	20230550	AT1G54180	Gene_Downstream	96
Chr1	5973107	5973337	AT1G17410	Gene_Upstream	-3227
Chr1	18961258	18961338	AT1G51172	Gene_Upstream	-1907
Chr1	30115124	30115206	AT1G80050	Gene_Upstream	-1841
Chr1	18947579	18947759	AT1G51150	Gene_Downstream	701
Chr1	10240694	10240835	AT1G29290	Gene_Upstream	-4202
Chr1	16687079	16687535	AT1G43980	Gene_Downstream	330
Chr1	10951046	10951094	AT1G30820	Gene_Upstream	-1612
Chr1	11172958	11173123	AT1G31260	Gene_Downstream	2519
Chr1	4092560	4092637	AT1G12090	Gene_Upstream	-1873
Chr1	28346519	28346593	AT1G75510	Gene_Downstream	499
Chr1	11286229	11286380	AT1G31530	Gene_Upstream	-3836
Chr1	422542	422668	AT1G02205	Gene_Downstream	167
Chr1	7458357	7458502	AT1G21310	Gene_Upstream	-3420
Chr1	28968513	28968623	AT1G77100	Gene_Upstream	-1502
Chr1	21033263	21033469	AT1G56210	Gene_Upstream	-2252
Chr1	3886864	3887142	AT1G11580	Gene_Upstream	-1687
Chr1	26191389	26191473	AT1G69620	Gene_Downstream	108
Chr1	25530266	25530517	AT1G68130	Gene_Upstream	-1853
Chr1	17506307	17506986	AT1G47610	Gene_Downstream	682
Chr1	12369257	12369379	AT1G34030	Gene_Downstream	747
Chr1	25675279	25675360	AT1G68470	Gene_Downstream	1076
Chr1	14308335	14308468	AT1G38131	Gene_Upstream	-12210
Chr1	5593080	5593333	AT1G16360	Gene_Downstream	95
Chr1	17420148	17420532	AT1G47485	Gene_Upstream	-2108
Chr1	17208255	17208513	AT1G45976	Gene_Downstream	7649
Chr1	29385665	29385927	AT1G78100	Gene_Upstream	-1999
Chr1	17280896	17281047	AT1G47056	Gene_Upstream	-3312
Chr1	8717767	8717962	AT1G24600	Gene_Upstream	-2445
Chr1	28707952	28708120	AT1G76500	Gene_Downstream	1474
Chr1	26517635	26517856	AT1G70370	Gene_Upstream	-2557
Chr1	4087723	4088067	AT1G12090	Gene_Downstream	1952
Chr1	28380358	28380514	AT1G75580	Gene_Downstream	2258
Chr1	19072665	19072956	AT1G51450	Gene_Upstream	-1561
Chr1	15888348	15888581	AT1G42430	Gene_Upstream	-2907
Chr1	23701981	23702079	AT1G63855	Gene_Upstream	-1063
Chr1	20408866	20409143	AT1G54650	Gene_Upstream	-1251
Chr1	16936194	16936218	AT1G44830	Gene_Downstream	1695
Chr1	3521796	3521921	AT1G10640	Gene_Upstream	-3970
Chr1	17580038	17580305	AT1G47765	Gene_Upstream	-4079
Chr1	22815882	22816124	AT1G61790	Gene_Downstream	573
Chr1	4706345	4706415	AT1G13710	Gene_Upstream	-1723
Chr1	3766530	3766593	AT1G11240	Gene_Downstream	193
Chr1	28375914	28375988	AT1G75580	Gene_Upstream	-1510
Chr1	25609296	25609413	AT1G68330	Gene_Upstream	-1569
Chr1	9385296	9385461	AT1G27030	Gene_Downstream	1394
Chr1	5049234	5049388	AT1G14687	Gene_Downstream	699
Chr1	1133924	1134058	AT1G04250	Gene_Upstream	-2267
Chr1	10714037	10714075	AT1G30360	Gene_Upstream	-1609
Chr1	28731730	28731882	AT1G76580	Gene_Upstream	-2428
Chr1	10694416	10694483	AT1G30330	Gene_Upstream	-3611
Chr1	19713294	19713533	AT1G52930	Gene_Downstream	183
Chr1	23163057	23163324	AT1G62560	Gene_Downstream	541
Chr1	2284779	2284920	AT1G07430	Gene_Upstream	-2021
Chr1	13172399	13172520	AT1G35630	Gene_Upstream	-7947
Chr1	23509750	23509905	AT1G63410	Gene_Downstream	248
Chr1	3942896	3942945	AT1G11690	Gene_Downstream	708
Chr1	24681303	24681417	AT1G66235	Gene_Downstream	1646
Chr1	24190677	24190722	AT1G65113	Gene_Downstream	673
Chr1	17296203	17296239	AT1G47200	Gene_Downstream	1810
Chr1	7536491	7536623	AT1G21520	Gene_Upstream	-1768
Chr1	8251779	8251857	AT1G23240	Gene_Downstream	897
Chr1	7541935	7542126	AT1G21528	Gene_Downstream	800
Chr1	12250779	12250837	AT1G33780	Gene_Upstream	-4620
Chr1	29881371	29881513	AT1G79430	Gene_Upstream	-2236
Chr1	22760350	22760470	AT1G61660	Gene_Upstream	-4110
Chr1	27584162	27584249	AT1G73360	Gene_Upstream	-1684
Chr1	23441715	23442064	AT1G63210	Gene_Upstream	-1799
Chr1	22111118	22111171	AT1G60030	Gene_Downstream	2697
Chr1	23280131	23280235	AT1G62863	Gene_Downstream	850
Chr1	9348458	9348496	AT1G26945	Gene_Upstream	-2977
Chr1	14307454	14307815	AT1G38131	Gene_Upstream	-11443
Chr1	10519176	10519408	AT1G30016	Gene_Downstream	1828
Chr1	25863831	25863949	AT1G68820	Gene_Upstream	-1770
Chr1	4096325	4096352	AT1G12100	Gene_Downstream	493
Chr1	18195173	18195309	AT1G49200	Gene_Upstream	-2986
Chr1	7460493	7460666	AT1G21310	Gene_Upstream	-5570
Chr1	10640924	10641126	AT1G30230	Gene_Downstream	243
Chr1	6871767	6871841	AT1G19840	Gene_Downstream	990
Chr1	1544016	1544120	AT1G05291	Gene_Upstream	-1636
Chr1	25398082	25398191	AT1G67740	Gene_Upstream	-2982
Chr1	11081583	11081697	AT1G31050	Gene_Upstream	-2400
Chr1	25069191	25069303	AT1G67110	Gene_Upstream	-3801
Chr1	19652856	19653129	AT1G52760	Gene_Downstream	249
Chr1	7055983	7056031	AT1G20370	Gene_Upstream	-2366
Chr1	27071412	27071468	AT1G71920	Gene_Downstream	2274
Chr1	26174639	26174869	AT1G69580	Gene_Downstream	1142
Chr1	22620421	22620524	AT1G61330	Gene_Upstream	-2503
Chr1	24448140	24448331	AT1G65740	Gene_Downstream	3861
Chr1	23064487	23064546	AT1G62360	Gene_Upstream	-2794
Chr1	10640731	10640885	AT1G30230	Gene_Downstream	26
Chr1	4762603	4762790	AT1G13930	Gene_Downstream	30
Chr1	29393307	29393506	AT1G78110	Gene_Downstream	72
Chr1	8179727	8179817	AT1G23074	Gene_Downstream	1776
Chr1	9273505	9273638	AT1G26790	Gene_Downstream	286
Chr1	21912920	21913282	AT1G59640	Gene_Upstream	-1900
Chr1	20490317	20490379	AT1G54950	Gene_Downstream	180
Chr1	7937149	7937262	AT1G22480	Gene_Upstream	-1823
Chr1	20093179	20093261	AT1G53820	Gene_Downstream	797
Chr1	10541320	10541455	AT1G30050	Gene_Upstream	-1635
Chr1	3933697	3933830	AT1G11670	Gene_Upstream	-2187
Chr1	26709789	26709866	AT1G70830	Gene_Downstream	120
Chr1	18961459	18961562	AT1G51172	Gene_Upstream	-1695
Chr1	4701762	4701807	AT1G13710	Gene_Downstream	941
Chr1	26143801	26143976	AT1G69530	Gene_Downstream	388
Chr1	101950	101997	AT1G01240	Gene_Downstream	139
Chr1	4214193	4214309	AT1G12380	Gene_Downstream	11
Chr1	27036860	27037059	AT1G71870	Gene_Upstream	-2064
Chr1	17839942	17840034	AT1G48280	Gene_Downstream	2271
Chr1	9920323	9920444	AT1G28320	Gene_Downstream	124
Chr1	8477513	8477539	AT1G23960	Gene_Downstream	881
Chr1	13258781	13259304	AT1G35750	Gene_Upstream	-3472
Chr1	9195281	9195402	AT1G26610	Gene_Downstream	61
Chr1	16801894	16801952	AT1G44170	Gene_Upstream	-1602
Chr1	26694107	26694125	AT1G70782	Gene_Downstream	1050
Chr1	13695710	13695865	AT1G36370	Gene_Downstream	255
Chr1	9808443	9808528	AT1G28110	Gene_Upstream	-1589
Chr1	8233167	8233295	AT1G23205	Gene_Downstream	766
Chr1	23063728	23063845	AT1G62360	Gene_Upstream	-2064
Chr1	28566435	28566612	AT1G76140	Gene_Upstream	-4607
Chr1	928448	928609	AT1G03720	Gene_Upstream	-2155
Chr1	25594931	25595269	AT1G68280	Gene_Upstream	-1505
Chr1	22322268	22322413	AT1G60600	Gene_Downstream	2305
Chr1	19321977	19322053	AT1G51980	Gene_Downstream	1367
Chr1	26516804	26516943	AT1G70370	Gene_Upstream	-1685
Chr1	11388360	11388584	AT1G31780	Gene_Upstream	-2755
Chr1	5598795	5598833	AT1G16370	Gene_Downstream	367
Chr1	20485629	20485737	AT1G54940	Gene_Downstream	1142
Chr1	28675763	28675774	AT1G76420	Gene_Upstream	-1834
Chr1	24720537	24720939	AT1G66300	Gene_Upstream	-2688
Chr1	1616273	1616409	AT1G05470	Gene_Upstream	-4638
Chr1	623002	623165	AT1G02820	Gene_Downstream	682
Chr1	10565840	10566254	AT1G30090	Gene_Upstream	-4624
Chr1	21866196	21866445	AT1G59530	Gene_Upstream	-1942
Chr1	9990891	9991119	AT1G28430	Gene_Downstream	1981
Chr1	9920074	9920127	AT1G28320	Gene_Downstream	407
Chr1	7329393	7329526	AT1G20990	Gene_Downstream	1065
Chr1	5635917	5636072	AT1G16500	Gene_Upstream	-3038
Chr1	28602164	28602273	AT1G76240	Gene_Downstream	593
Chr1	30127793	30127980	AT1G80080	Gene_Downstream	119
Chr1	16538014	16538097	AT1G43760	Gene_Upstream	-6990
Chr1	2531372	2531507	AT1G08100	Gene_Upstream	-2319
Chr1	2864114	2864249	AT1G08920	Gene_Upstream	-3078
Chr1	19354292	19354447	AT1G52040	Gene_Upstream	-1587
Chr1	18298070	18298231	AT1G49435	Gene_Downstream	1280
Chr1	16772769	16772821	AT1G44110	Gene_Downstream	2070
Chr1	17381190	17381392	AT1G47395	Gene_Upstream	-1743
Chr1	4686409	4686806	AT1G13670	Gene_Upstream	-1549
Chr1	16637311	16637552	AT1G43890	Gene_Upstream	-9301
Chr1	10119331	10119399	AT1G29010	Gene_Downstream	280
Chr1	9975359	9975443	AT1G28400	Gene_Upstream	-1608
Chr1	28973790	28973858	AT1G77120	Gene_Upstream	-1570
Chr1	5021858	5021985	AT1G14640	Gene_Upstream	-1735
Chr1	22534332	22534602	AT1G61130	Gene_Upstream	-2683
Chr1	4303157	4303335	AT1G12640	Gene_Downstream	66
Chr1	19828633	19828706	AT1G53180	Gene_Upstream	-2772
Chr1	17106076	17106144	AT1G45190	Gene_Downstream	1106
Chr1	1496534	1497031	AT1G05170	Gene_Upstream	-2534
Chr1	12024772	12024946	AT1G33140	Gene_Downstream	76
Chr1	28564831	28565037	AT1G76130	Gene_Downstream	858
Chr1	16931645	16931793	AT1G44830	Gene_Upstream	-2073
Chr1	21611960	21612053	AT1G58265	Gene_Downstream	618
Chr1	22828078	22828312	AT1G61810	Gene_Upstream	-1820
Chr1	29372017	29372060	AT1G78090	Gene_Upstream	-1851
Chr1	27070528	27070583	AT1G71920	Gene_Downstream	1389
Chr1	9068438	9068548	AT1G26210	Gene_Downstream	286
Chr1	25068644	25068708	AT1G67110	Gene_Upstream	-3230
Chr1	22928380	22928520	AT1G62030	Gene_Upstream	-1852
Chr1	25703250	25703410	AT1G68500	Gene_Downstream	819
Chr1	2241640	2241822	AT1G07290	Gene_Downstream	525
Chr1	29881835	29881933	AT1G79430	Gene_Upstream	-2678
Chr1	26903513	26903749	AT1G71380	Gene_Upstream	-1842
Chr1	121241	121698	AT1G01310	Gene_Downstream	339
Chr1	15932132	15932631	AT1G42480	Gene_Upstream	-3826
Chr1	26442841	26443010	AT1G70210	Gene_Downstream	96
Chr1	8944308	8944563	AT1G25460	Gene_Downstream	191
Chr1	20170228	20170479	AT1G54030	Gene_Downstream	753
Chr1	7942828	7942971	AT1G22490	Gene_Upstream	-2307
Chr1	9990574	9990794	AT1G28430	Gene_Downstream	2302
Chr1	12043131	12043141	AT1G33220	Gene_Upstream	-1736
Chr1	20321069	20321137	AT1G54440	Gene_Upstream	-1933
Chr1	9261803	9261945	AT1G26771	Gene_Downstream	1295
Chr1	17013219	17013367	AT1G45010	Gene_Downstream	107
Chr1	23031221	23031323	AT1G62305	Gene_Upstream	-1933
Chr1	5964653	5964783	AT1G17400	Gene_Upstream	-2237
Chr1	21429553	21429798	AT1G57860	Gene_Downstream	223
Chr1	21356810	21356861	AT1G57660	Gene_Downstream	298
Chr1	4092331	4092445	AT1G12090	Gene_Upstream	-1663
Chr1	10170050	10170161	AT1G29100	Gene_Downstream	486
Chr1	26730121	26730222	AT1G70900	Gene_Upstream	-1642
Chr1	4549666	4549916	AT1G13290	Gene_Downstream	362
Chr1	139914	140135	AT1G01355	Gene_Downstream	456
Chr1	23408057	23408313	AT1G63120	Gene_Downstream	691
Chr1	11621925	11622161	AT1G32240	Gene_Downstream	3657
Chr1	24951080	24951266	AT1G66870	Gene_Upstream	-4205
Chr1	3083948	3084059	AT1G09540	Gene_Upstream	-2156
Chr1	15931972	15932031	AT1G42480	Gene_Upstream	-4206
Chr1	19197729	19197860	AT1G51760	Gene_Upstream	-1625
Chr1	24665120	24665330	AT1G66210	Gene_Downstream	404
Chr1	25453502	25453918	AT1G67875	Gene_Downstream	817
Chr1	10816654	10816857	AT1G30530	Gene_Downstream	172
Chr1	24532332	24532371	AT1G65920	Gene_Upstream	-3057
Chr1	11633406	11633596	AT1G32240	Gene_Upstream	-2875
Chr1	60614	60914	AT1G01120	Gene_Upstream	-1597
Chr1	17227295	17227359	AT1G46264	Gene_Downstream	1047
Chr1	9357749	9357878	AT1G26970	Gene_Upstream	-1869
Chr1	9358138	9358167	AT1G26970	Gene_Upstream	-1530
Chr1	19680545	19680665	AT1G52857	Gene_Downstream	815
Chr1	9081575	9081639	AT1G26240	Gene_Upstream	-2031
Chr1	1891984	1892021	AT1G06190	Gene_Downstream	271
Chr1	24722222	24722293	AT1G66310	Gene_Downstream	714
Chr1	5642725	5643059	AT1G16510	Gene_Downstream	1680
Chr1	9616699	9616769	AT1G27640	Gene_Upstream	-1828
Chr1	5944455	5944583	AT1G17360	Gene_Upstream	-2245
Chr1	8141712	8141794	AT1G23000	Gene_Upstream	-1651
Chr1	11385999	11386075	AT1G31780	Gene_Upstream	-5190
Chr1	25221196	25221340	AT1G67330	Gene_Downstream	6094
Chr1	11205852	11205939	AT1G31310	Gene_Upstream	-5754
Chr1	25220977	25221107	AT1G67330	Gene_Downstream	5868
Chr1	27043010	27043042	AT1G71870	Gene_Upstream	-8131
Chr1	13289246	13289445	AT1G35780	Gene_Upstream	-9056
Chr1	14152526	14152638	AT1G37130	Gene_Upstream	-5945
Chr1	16254743	16254898	AT1G43160	Gene_Upstream	-8993
Chr1	27042733	27042842	AT1G71870	Gene_Upstream	-7892
Chr1	22128898	22129045	AT1G60050	Gene_Upstream	-5269
Chr1	6881427	6881663	AT1G19850	Gene_Upstream	-5334
Chr1	22876959	22877044	AT1G61890	Gene_Upstream	-5721
Chr1	24405234	24405334	AT1G65630	Gene_Downstream	1258
Chr1	9419319	9419588	AT1G27120	Gene_Upstream	-1724
Chr1	10703725	10704023	AT1G30350	Gene_Downstream	6205
Chr1	13047321	13047769	AT1G35467	Gene_Upstream	-1619
Chr1	290900	291816	AT1G01800	Gene_Upstream	-1984
Chr1	9917633	9918134	AT1G28310	Gene_Upstream	-4046
Chr1	7638280	7638364	AT1G21738	Gene_Downstream	2680
Chr1	24635243	24635357	AT1G66160	Gene_Upstream	-1896
Chr1	21537519	21537892	AT1G58170	Gene_Downstream	869
Chr1	27729849	27730049	AT1G73730	Gene_Downstream	82
Chr1	6636620	6637096	AT1G19220	Gene_Upstream	-3771
Chr1	6669392	6669873	AT1G19300	Gene_Downstream	1505
Chr1	2666981	2667447	AT1G08440	Gene_Downstream	1871
Chr1	29772148	29772378	AT1G79130	Gene_Downstream	376
Chr1	10353743	10354320	AT1G29640	Gene_Downstream	1672
Chr1	20816508	20816799	AT1G55690	Gene_Upstream	-3813
Chr1	25954963	25955346	AT1G69040	Gene_Upstream	-2665
Chr1	9730111	9730521	AT1G27930	Gene_Downstream	944
Chr1	12921024	12921154	AT1G35230	Gene_Downstream	3326
Chr1	1661243	1661689	AT1G05575	Gene_Downstream	225
Chr1	6454150	6454404	AT1G18710	Gene_Downstream	1163
Chr1	26766848	26767079	AT1G70990	Gene_Downstream	334
Chr1	23126443	23126869	AT1G62480	Gene_Upstream	-2049
Chr1	24659597	24659852	AT1G66200	Gene_Upstream	-2041
Chr1	24766749	24767351	AT1G66390	Gene_Downstream	1509
Chr1	30099984	30100145	AT1G80010	Gene_Downstream	218
Chr1	23894423	23894762	AT1G64380	Gene_Upstream	-2419
Chr1	24536884	24537650	AT1G65930	Gene_Upstream	-1619
Chr1	23398803	23399063	AT1G63100	Gene_Downstream	458
Chr1	24804262	24804717	AT1G66475	Gene_Upstream	-2735
Chr1	2482807	2483504	AT1G08000	Gene_Downstream	85
Chr1	6447494	6447787	AT1G18710	Gene_Upstream	-2954
Chr1	7340288	7341170	AT1G21000	Gene_Downstream	1277
Chr1	5195694	5196276	AT1G15100	Gene_Upstream	-1782
Chr1	1171584	1171828	AT1G04360	Gene_Upstream	-2828
Chr1	28379223	28379681	AT1G75580	Gene_Downstream	1274
Chr1	26341211	26341448	AT1G69935	Gene_Downstream	472
Chr1	29441448	29441642	AT1G78240	Gene_Upstream	-4974
Chr1	21444342	21444817	AT1G57990	Gene_Upstream	-1659
Chr1	25025793	25026113	AT1G67040	Gene_Upstream	-3411
Chr1	25740888	25741246	AT1G68560	Gene_Upstream	-3065
Chr1	29467045	29467333	AT1G78320	Gene_Downstream	248
Chr1	6393268	6393429	AT1G18580	Gene_Upstream	-2516
Chr1	2390468	2390828	AT1G07720	Gene_Downstream	7
Chr1	8547814	8548210	AT1G24150	Gene_Upstream	-1506
Chr1	17560551	17560747	AT1G47720	Gene_Downstream	706
Chr1	424418	425029	AT1G02210	Gene_Downstream	2825
Chr1	18951863	18952340	AT1G51160	Gene_Downstream	318
Chr1	20762121	20762402	AT1G55580	Gene_Upstream	-1750
Chr1	8166242	8166710	AT1G23040	Gene_Downstream	614
Chr1	22185562	22186228	AT1G60140	Gene_Upstream	-5020
Chr1	26373034	26373437	AT1G70020	Gene_Upstream	-4135
Chr1	26245749	26245948	AT1G69760	Gene_Upstream	-5140
Chr1	19380741	19381080	AT1G52100	Gene_Downstream	2212
Chr1	23335251	23335836	AT1G62990	Gene_Upstream	-1822
Chr1	6139724	6140388	AT1G17830	Gene_Upstream	-1624
Chr1	11204676	11205365	AT1G31310	Gene_Upstream	-4879
Chr1	9353568	9353855	AT1G26960	Gene_Upstream	-2209
Chr1	28664191	28664415	AT1G76405	Gene_Downstream	514
Chr1	7990996	7991407	AT1G22600	Gene_Upstream	-1984
Chr1	29438698	29439000	AT1G78240	Gene_Upstream	-2278
Chr1	28698640	28699949	AT1G76490	Gene_Downstream	501
Chr1	6335504	6336174	AT1G18400	Gene_Downstream	2096
Chr1	13210484	13210886	AT1G35680	Gene_Downstream	267
Chr1	18454529	18454798	AT1G49850	Gene_Downstream	401
Chr1	9385496	9385691	AT1G27030	Gene_Downstream	1609
Chr1	29511169	29511367	AT1G78440	Gene_Downstream	331
Chr1	5350761	5350891	AT1G15550	Gene_Upstream	-4660
Chr1	4608060	4608227	AT1G13430	Gene_Downstream	396
Chr1	24877454	24877729	AT1G66700	Gene_Upstream	-2833
Chr1	12001723	12002048	AT1G33102	Gene_Downstream	448
Chr1	12097154	12097453	AT1G33360	Gene_Downstream	1278
Chr1	13530601	13530723	AT1G36150	Gene_Downstream	1192
Chr1	3522963	3523259	AT1G10650	Gene_Downstream	907
Chr1	1030912	1031143	AT1G04000	Gene_Upstream	-1908
Chr1	8113974	8114588	AT1G22920	Gene_Upstream	-2230
Chr1	17920817	17922150	AT1G48480	Gene_Downstream	498
Chr1	2197293	2197716	AT1G07150	Gene_Upstream	-1706
Chr1	28676250	28676517	AT1G76420	Gene_Upstream	-2449
Chr1	23367050	23367692	AT1G63030	Gene_Downstream	36
Chr1	5895573	5896140	AT1G17235	Gene_Downstream	146
Chr1	8896911	8897421	AT1G25370	Gene_Downstream	589
Chr1	16930555	16930808	AT1G44830	Gene_Upstream	-3111
Chr1	9975545	9975901	AT1G28400	Gene_Upstream	-1930
Chr1	259161	259308	AT1G01700	Gene_Downstream	261
Chr1	29216321	29216435	AT1G77730	Gene_Downstream	814
Chr1	19518712	19519053	AT1G52410	Gene_Upstream	-1846
Chr1	17242534	17242787	AT1G46480	Gene_Upstream	-4607
Chr1	6495079	6495228	AT1G18835	Gene_Downstream	945
Chr1	10246638	10247122	AT1G29290	Gene_Downstream	1308
Chr1	28859354	28859676	AT1G76870	Gene_Downstream	1108
Chr1	255159	255429	AT1G01695	Gene_Downstream	799
Chr1	11837632	11837984	AT1G32720	Gene_Downstream	1177
Chr1	20237585	20237747	AT1G54200	Gene_Downstream	601
Chr1	23897972	23898223	AT1G64385	Gene_Upstream	-1938
Chr1	367424	368833	AT1G02070	Gene_Downstream	2129
Chr1	18756350	18756625	AT1G50640	Gene_Downstream	661
Chr1	2284168	2284630	AT1G07430	Gene_Upstream	-1571
Chr1	26524240	26524663	AT1G70380	Gene_Downstream	1761
Chr1	26572653	26572880	AT1G70505	Gene_Downstream	303
Chr1	7824266	7824405	AT1G22160	Gene_Downstream	364
Chr1	9809045	9809151	AT1G28110	Gene_Upstream	-2202
Chr1	29382711	29383087	AT1G78100	Gene_Upstream	-4896
Chr1	11453272	11453693	AT1G31885	Gene_Downstream	1497
Chr1	17268172	17268243	AT1G46768	Gene_Upstream	-1671
Chr1	7408070	7408353	AT1G21150	Gene_Upstream	-447
Chr1	20427511	20427725	AT1G54740	Gene_Upstream	-3151
Chr1	24111594	24111799	AT1G64900	Gene_Upstream	-1519
Chr1	4319478	4319783	AT1G12672	Gene_Downstream	540
Chr1	16131435	16131755	AT1G42980	Gene_Upstream	-1691
Chr1	140210	140643	AT1G01360	Gene_Upstream	-1545
Chr1	8990268	8990854	AT1G25570	Gene_Downstream	1265
Chr1	13154373	13154697	AT1G35617	Gene_Downstream	587
Chr1	178725	179563	AT1G01490	Gene_Downstream	915
Chr1	13811637	13811896	AT1G36580	Gene_Downstream	4693
Chr1	27216810	27217352	AT1G72290	Gene_Downstream	290
Chr1	24660731	24661099	AT1G66200	Gene_Upstream	-3232
Chr1	26778822	26779050	AT1G71010	Gene_Upstream	-3903
Chr1	9892605	9892975	AT1G28290	Gene_Upstream	-1797
Chr1	6334333	6334634	AT1G18400	Gene_Downstream	740
Chr1	22826793	22827141	AT1G61800	Gene_Downstream	193
Chr1	5151170	5152092	AT1G14930	Gene_Downstream	632
Chr1	10826804	10827441	AT1G30570	Gene_Upstream	-1811
Chr1	28036239	28036688	AT1G74640	Gene_Downstream	1690
Chr1	13358565	13358777	AT1G35910	Gene_Downstream	4332
Chr1	22759211	22759541	AT1G61660	Gene_Upstream	-3076
Chr1	9284678	9285069	AT1G26799	Gene_Downstream	435
Chr1	11427373	11427664	AT1G31850	Gene_Upstream	-2704
Chr1	1497527	1498229	AT1G05170	Gene_Upstream	-3630
Chr1	28830619	28831184	AT1G76800	Gene_Downstream	624
Chr1	6102915	6103109	AT1G17744	Gene_Upstream	-1029
Chr1	14305363	14305706	AT1G38131	Gene_Upstream	-9343
Chr1	10540897	10541149	AT1G30050	Gene_Upstream	-1999
Chr1	17826030	17826552	AT1G48270	Gene_Downstream	1662
Chr1	7334128	7334692	AT1G20990	Gene_Upstream	-2464
Chr1	21015405	21015680	AT1G56145	Gene_Upstream	-1524
Chr1	7757551	7757713	AT1G22030	Gene_Downstream	1532
Chr1	18432466	18433269	AT1G49780	Gene_Upstream	-2548
Chr1	28527668	28528006	AT1G75990	Gene_Upstream	-1061
Chr1	25177908	25178457	AT1G67265	Gene_Upstream	-1980
Chr1	20169506	20169783	AT1G54030	Gene_Downstream	44
Chr1	5145654	5145944	AT1G14910	Gene_Upstream	-2110
Chr1	29370451	29370681	AT1G78090	Gene_Upstream	-3323
Chr1	23766803	23767151	AT1G64060	Gene_Upstream	-2797
Chr1	4945409	4946438	AT1G14450	Gene_Downstream	295
Chr1	9095132	9095458	AT1G26290	Gene_Upstream	-2689
Chr1	29761596	29761989	AT1G79110	Gene_Downstream	1088
Chr1	26207927	26208421	AT1G69680	Gene_Downstream	1246
Chr1	24846244	24846450	AT1G66600	Gene_Upstream	-1973
Chr1	12182763	12182984	AT1G33600	Gene_Downstream	510
Chr1	7269993	7270253	AT1G20900	Gene_Upstream	-2433
Chr1	633266	633772	AT1G02860	Gene_Upstream	-1625
Chr1	8039503	8040013	AT1G22720	Gene_Downstream	4474
Chr1	5786154	5786524	AT1G16916	Gene_Downstream	221
Chr1	22611971	22612222	AT1G61300	Gene_Upstream	-1823
Chr1	29470256	29470441	AT1G78320	Gene_Upstream	-1974
Chr1	29067786	29067915	AT1G77340	Gene_Downstream	493
Chr1	19474382	19475080	AT1G52300	Gene_Downstream	167
Chr1	26304947	26305348	AT1G69860	Gene_Upstream	-4481
